Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT),TF (nT),TF20pt, Tempature (Â°F)
12/7/2021 22:14,70.230377,-148.382812,6525.06,-32218.51,-65026.04,72862.84837,72909.21337,999
12/7/2021 22:15,70.230377,-148.382812,6528.82,-32281.59,-65130.81,72984.58025,72906.29955,999
12/7/2021 22:16,70.230377,-148.382812,6472.42,-32201.3,-65064.09,72884.50967,72899.49199,999
12/7/2021 22:17,70.230377,-148.382812,6504.17,-32211.29,-65124.11,72945.32976,72916.70908,999
12/7/2021 22:19,70.230377,-148.382812,6391.82,-32065.57,-65020.06,72778.18591,72931.48213,999
12/7/2021 22:20,70.230377,-148.382812,6436.36,-32092.91,-64921.59,72706.22016,72950.90056,999
12/7/2021 22:21,70.230377,-148.382812,6557.11,-32194.32,-64975.99,72810.3647,72960.85766,999
12/7/2021 22:22,70.230377,-148.382812,6562.01,-32159.68,-65010.96,72826.71154,72973.3884,999
12/7/2021 22:23,70.230377,-148.382812,6435.22,-32066.8,-65189.29,72933.77304,72979.79791,999
12/7/2021 22:24,70.230377,-148.382812,6563.85,-32101.37,-65025.47,72814.10462,72986.25114,999
12/7/2021 22:26,70.230377,-148.382812,6572.54,-32130.47,-64960.38,72769.61147,73014.632,999
12/7/2021 22:27,70.230377,-148.382812,6488.39,-32197.93,-64927.5,72762.53265,73017.23818,999
12/7/2021 22:28,70.230377,-148.382812,6653.79,-32211.24,-65254,73074.76596,73036.13283,999
12/7/2021 22:29,70.230377,-148.382812,6640.35,-32190.19,-65371.46,73169.18998,73051.81163,999
12/7/2021 22:30,70.230377,-148.382812,6658.8,-32440.06,-65438.38,73340.83915,73075.6513,999
12/7/2021 22:31,70.230377,-148.382812,6447.96,-32492.38,-65437.54,73344.41074,73098.28837,999
12/7/2021 22:33,70.230377,-148.382812,6523.4,-32361.96,-65500.56,73349.67323,73107.38767,999
12/7/2021 22:34,70.230377,-148.382812,6345.49,-32290.3,-65386.5,73200.56762,73115.26108,999
12/7/2021 22:35,70.230377,-148.382812,6433.35,-32351.36,-65325.3,73180.55279,73121.23782,999
12/7/2021 22:36,70.230377,-148.382812,6514.55,-32306.63,-65587.41,73402.08481,73132.38761,999
12/7/2021 22:37,70.230377,-148.382812,6513.48,-32330.59,-65163.54,73034.09763,73142.59429,999
12/7/2021 22:38,70.230377,-148.382812,6641.96,-32314.98,-65392.95,73243.50807,73152.0275,999
12/7/2021 22:40,70.230377,-148.382812,6584.42,-32285.12,-65413.2,73243.22695,73147.31775,999
12/7/2021 22:41,70.230377,-148.382812,6616.6,-32343.71,-65367.46,73231.13954,73130.25218,999
12/7/2021 22:42,70.230377,-148.382812,6638.24,-32295.45,-65282.92,73136.32452,73124.2463,999
12/7/2021 22:43,70.230377,-148.382812,6500.33,-32158.02,-65193.27,72983.25146,73117.28963,999
12/7/2021 22:44,70.230377,-148.382812,6595.16,-32091.8,-65208.6,72976.30627,73099.34745,999
12/7/2021 22:45,70.230377,-148.382812,6699.58,-32097.44,-65274.67,73047.33103,73088.55906,999
12/7/2021 22:47,70.230377,-148.382812,6705.17,-32164.78,-65217,73025.95064,73079.55762,999
12/7/2021 22:48,70.230377,-148.382812,6680.92,-32239.41,-65112.7,72963.5385,73066.76516,999
12/7/2021 22:49,70.230377,-148.382812,6665.83,-32096.51,-65160.43,72941.76363,73066.63399,999
12/7/2021 22:50,70.230377,-148.382812,6643.06,-32262.04,-65129.73,72985.28071,73061.18562,999
12/7/2021 22:51,70.230377,-148.382812,6670.27,-32198.77,-65001.02,72844.94418,73058.34498,999
12/7/2021 22:52,70.230377,-148.382812,6696.98,-32165.63,-65442.16,73226.72736,73056.61761,999
12/7/2021 22:54,70.230377,-148.382812,6657.71,-32214.16,-65406.07,73212.23395,73051.93085,999
12/7/2021 22:55,70.230377,-148.382812,6527.44,-32171.85,-65212.31,73008.77194,73059.8427,999
12/7/2021 22:56,70.230377,-148.382812,6711.03,-31964.04,-65281.07,72995.58807,73060.8959,999
12/7/2021 22:57,70.230377,-148.382812,6596.85,-32066.34,-65258.12,73009.52552,73050.41027,999
12/7/2021 22:58,70.230377,-148.382812,6736.38,-32071.64,-65408.52,73159.02813,73037.22471,999
12/7/2021 22:59,70.230377,-148.382812,6496.87,-32072.32,-65289.91,73031.60533,73031.66616,999
12/7/2021 23:01,70.230377,-148.382812,6513.75,-32078.69,-65406.32,73139.98897,73028.60721,999
12/7/2021 23:02,70.230377,-148.382812,6529.04,-32139.7,-65429.95,73189.25492,73033.69297,999
12/7/2021 23:03,70.230377,-148.382812,6631.6,-32125.62,-65436.69,73198.3195,73040.17574,999
12/7/2021 23:04,70.230377,-148.382812,6476.63,-32053.78,-65318.55,73047.27594,73021.95559,999
12/7/2021 23:05,70.230377,-148.382812,6385.34,-32122.07,-65390.52,73133.57679,73010.41196,999
12/7/2021 23:06,70.230377,-148.382812,6547.49,-32076.5,-65243.32,72996.31691,73013.0739,999
12/7/2021 23:08,70.230377,-148.382812,6523.42,-32239.19,-64999.43,72848.10417,73007.87583,999
12/7/2021 23:09,70.230377,-148.382812,6692.06,-32190.34,-64925.04,72775.42494,72994.56966,999
12/7/2021 23:10,70.230377,-148.382812,6680.21,-32174.16,-65026.73,72857.92607,72962.15974,999
12/7/2021 23:11,70.230377,-148.382812,6645.11,-32067.96,-65111.55,72883.64349,72944.91804,999
12/7/2021 23:12,70.230377,-148.382812,6695.18,-32272.77,-65227.36,73081.91029,72915.17066,999
12/7/2021 23:13,70.230377,-148.382812,6612.75,-32240.78,-65124.11,72968.11674,72896.65785,999
12/7/2021 23:15,70.230377,-148.382812,6823.86,-32166.76,-65040.82,72880.5446,72884.57805,999
12/7/2021 23:16,70.230377,-148.382812,6565.6,-32268.03,-65143.16,72992.90485,72870.99798,999
12/7/2021 23:17,70.230377,-148.382812,6606.39,-32259.02,-65217.94,73059.34887,72843.15663,999
12/7/2021 23:18,70.230377,-148.382812,6716.83,-32088.84,-65108.66,72896.82479,72827.57292,999
12/7/2021 23:19,70.230377,-148.382812,6735.62,-31989.63,-64998.72,72756.70832,72834.0166,999
12/7/2021 23:20,70.230377,-148.382812,6789.49,-31885.41,-64805.44,72543.23951,72848.69559,999
12/7/2021 23:22,70.230377,-148.382812,6734.2,-31953.83,-64957.5,72704.01301,72861.12764,999
12/7/2021 23:23,70.230377,-148.382812,6926.29,-31949.3,-64794.82,72574.78875,72864.03639,999
12/7/2021 23:24,70.230377,-148.382812,6818.25,-31941.84,-65104.02,72837.5116,72853.7813,999
12/7/2021 23:25,70.230377,-148.382812,6758.64,-32079.02,-65189.75,72968.80322,72851.76035,999
12/7/2021 23:26,70.230377,-148.382812,6800.79,-32139.41,-64954.47,72789.25465,72858.95551,999
12/7/2021 23:27,70.230377,-148.382812,6625.15,-31940.5,-64864,72604.5911,72854.46113,999
12/7/2021 23:29,70.230377,-148.382812,6648.39,-32072.57,-64903.56,72700.22652,72839.46198,999
12/7/2021 23:30,70.230377,-148.382812,6782.71,-32122.04,-65168,72970.534,72840.62994,999
12/7/2021 23:31,70.230377,-148.382812,6767.23,-32103.58,-65272.5,73054.32572,72846.90219,999
12/7/2021 23:32,70.230377,-148.382812,6720.2,-32080.41,-65333.29,73094.13503,72857.58293,999
12/7/2021 23:33,70.230377,-148.382812,6700.39,-32174.08,-65115.42,72938.90986,72866.25383,999
12/7/2021 23:34,70.230377,-148.382812,6753,-32015.95,-65129.87,72887.06353,72883.79266,999
12/7/2021 23:36,70.230377,-148.382812,6794.27,-32063.16,-65150.1,72929.71866,72893.48828,999
12/7/2021 23:37,70.230377,-148.382812,6834.78,-32007.55,-65271.14,73017.2527,72895.46897,999
12/7/2021 23:38,70.230377,-148.382812,6857.35,-31903.11,-65197.19,72907.51169,72889.33097,999
12/7/2021 23:39,70.230377,-148.382812,6730.17,-31969.15,-65029.12,72774.36491,72900.51685,999
12/7/2021 23:40,70.230377,-148.382812,6712.49,-31931.38,-65211.29,72919.016,72919.66151,999
12/7/2021 23:41,70.230377,-148.382812,6652.46,-31974.12,-65148.25,72875.88114,72913.29344,999
12/7/2021 23:43,70.230377,-148.382812,6689.42,-31913.92,-65028.91,72746.17355,72903.69854,999
12/7/2021 23:44,70.230377,-148.382812,6746.81,-31883.13,-65175.17,72868.76017,72888.48595,999
12/7/2021 23:45,70.230377,-148.382812,6658.06,-31896.34,-65221.73,72908.02653,72876.19961,999
12/7/2021 23:46,70.230377,-148.382812,6635.27,-31978.95,-65310.74,73021.72834,72868.27217,999
12/7/2021 23:47,70.230377,-148.382812,6689.13,-31986.74,-65284.33,73006.43629,72859.84569,999
12/7/2021 23:48,70.230377,-148.382812,6669.92,-32021.59,-64895.62,72672.63277,72850.5559,999
12/7/2021 23:50,70.230377,-148.382812,6775.83,-32101.58,-65007,72817.12271,72838.94353,999
12/7/2021 23:51,70.230377,-148.382812,6884.62,-32045.07,-65299.77,73063.97516,72847.44711,999
12/7/2021 23:52,70.230377,-148.382812,6990.7,-32093.27,-65024.67,72849.54066,72849.93888,999
12/7/2021 23:53,70.230377,-148.382812,6928.06,-31985.95,-65109.39,72872.02261,72841.94357,999
12/7/2021 23:54,70.230377,-148.382812,6710.23,-31960.15,-65069.99,72805.09579,72836.36784,999
12/7/2021 23:55,70.230377,-148.382812,6778.86,-31873.42,-64993.98,72705.46941,72834.2084,999
12/7/2021 23:57,70.230377,-148.382812,6855.81,-31906.3,-65004.43,72736.44224,72827.01489,999
12/7/2021 23:58,70.230377,-148.382812,6694.82,-32048.02,-64988.62,72769.61543,72812.36853,999
12/7/2021 23:59,70.230377,-148.382812,6712.34,-32034.46,-65073.13,72840.74673,72799.25354,999
12/8/2021 0:00,70.230377,-148.382812,6812.38,-32130.12,-64843.11,72686.87672,72807.3087,999
12/8/2021 0:01,70.230377,-148.382812,6774.42,-32071.72,-65154.91,72935.93276,72805.02442,999
12/8/2021 0:02,70.230377,-148.382812,6650.06,-32155.43,-65160.53,72966.35969,72788.62275,999
12/8/2021 0:04,70.230377,-148.382812,6846.54,-31987.51,-64951.52,72723.9703,72782.4417,999
12/8/2021 0:05,70.230377,-148.382812,6759.46,-32024.54,-64848.61,72640.23459,72777.60206,999
12/8/2021 0:06,70.230377,-148.382812,6777.52,-31893.23,-65121.16,72827.73082,72762.30551,999
12/8/2021 0:07,70.230377,-148.382812,6790.31,-31971.17,-65018.5,72771.34988,72752.50002,999
12/8/2021 0:08,70.230377,-148.382812,6708.02,-31961.46,-65000.59,72743.44753,72745.66864,999
12/8/2021 0:09,70.230377,-148.382812,6770.76,-32124.02,-64929.36,72757.25147,72741.94076,999
12/8/2021 0:11,70.230377,-148.382812,6765.77,-32237.98,-64950.11,72825.68082,72734.34071,999
12/8/2021 0:12,70.230377,-148.382812,6828.51,-32147.74,-64930.03,72773.72144,72738.47818,999
12/8/2021 0:13,70.230377,-148.382812,6860.82,-32161.79,-64895.7,72752.34337,72732.52361,999
12/8/2021 0:14,70.230377,-148.382812,6972.78,-32107.64,-64887.89,72732.10073,72721.10194,999
12/8/2021 0:15,70.230377,-148.382812,6811.67,-32110.39,-64957.39,72780.06945,72731.73758,999
12/8/2021 0:16,70.230377,-148.382812,6956.78,-32049.65,-64674.34,72514.46137,72741.84706,999
12/8/2021 0:18,70.230377,-148.382812,6795.94,-31837.02,-64801.61,72519.16506,72733.78787,999
12/8/2021 0:19,70.230377,-148.382812,6791.91,-31899.58,-64869.19,72606.64609,72733.13553,999
12/8/2021 0:20,70.230377,-148.382812,6945.32,-31930.56,-64940.86,72698.78561,72740.11359,999
12/8/2021 0:21,70.230377,-148.382812,6692.84,-31895.88,-64981.67,72696.34588,72747.19099,999
12/8/2021 0:22,70.230377,-148.382812,6808.28,-31884.32,-65052.7,72765.48849,72749.42208,999
12/8/2021 0:23,70.230377,-148.382812,6818.86,-31994.18,-65061.78,72822.79603,72751.33207,999
12/8/2021 0:25,70.230377,-148.382812,6692.41,-32092.95,-64943.99,72749.34796,72756.7811,999
12/8/2021 0:26,70.230377,-148.382812,6924.13,-31960.22,-65182.89,72926.04739,72767.27052,999
12/8/2021 0:27,70.230377,-148.382812,6844.09,-32071.42,-65031.75,72832.31465,72780.77066,999
12/8/2021 0:28,70.230377,-148.382812,6823.5,-32134.63,-64825.95,72674.60623,72803.2741,999
12/8/2021 0:29,70.230377,-148.382812,6750.31,-32166.37,-64912.43,72758.95555,72824.44974,999
12/8/2021 0:30,70.230377,-148.382812,6804.47,-32075.54,-65082.83,72876.03062,72842.38186,999
12/8/2021 0:32,70.230377,-148.382812,6767,-32123.57,-65080.62,72891.72201,72848.60098,999
12/8/2021 0:33,70.230377,-148.382812,6774.47,-32114.44,-65057.86,72868.07153,72853.43071,999
12/8/2021 0:34,70.230377,-148.382812,6848.1,-32070.97,-65006.57,72810.01122,72851.34584,999
12/8/2021 0:35,70.230377,-148.382812,6864.91,-32161.23,-65011.59,72855.87511,72850.73779,999
12/8/2021 0:36,70.230377,-148.382812,6858.51,-32173.13,-65091.01,72931.39952,72852.4,999
12/8/2021 0:37,70.230377,-148.382812,6856.61,-32134.59,-65228.03,73036.57216,72851.45974,999
12/8/2021 0:39,70.230377,-148.382812,6598.19,-32118.73,-65156.66,72942.02678,72864.49765,999
12/8/2021 0:40,70.230377,-148.382812,6756.16,-31977.35,-65187.03,72921.50226,72877.06094,999
12/8/2021 0:41,70.230377,-148.382812,6577.03,-32080.57,-65183.56,72947.35629,72879.8399,999
12/8/2021 0:42,70.230377,-148.382812,6624.49,-32041.66,-65051.95,72816.94887,72885.31755,999
12/8/2021 0:43,70.230377,-148.382812,6693.14,-32020.28,-65023.17,72788.11092,72881.26297,999
12/8/2021 0:44,70.230377,-148.382812,6842.92,-32080.82,-64908,72725.87593,72877.19295,999
12/8/2021 0:46,70.230377,-148.382812,6788.6,-32175.16,-64962.69,72811.24297,72873.43591,999
12/8/2021 0:47,70.230377,-148.382812,6649,-32130.67,-64965.18,72780.92998,72873.65756,999
12/8/2021 0:48,70.230377,-148.382812,6698.06,-32068.15,-65133.5,72908.18249,72874.23191,999
12/8/2021 0:49,70.230377,-148.382812,6699.65,-31976.84,-65370.39,73080.03486,72874.08489,999
12/8/2021 0:50,70.230377,-148.382812,6873.94,-32035.38,-65137.04,72913.30882,72881.71539,999
12/8/2021 0:51,70.230377,-148.382812,6894.25,-32089.42,-64994.54,72811.75584,72882.15941,999
12/8/2021 0:53,70.230377,-148.382812,6889.15,-32230.56,-65113.95,72980.10599,72868.48816,999
12/8/2021 0:54,70.230377,-148.382812,6896.29,-32033.12,-65025.37,72814.68489,72866.04255,999
12/8/2021 0:55,70.230377,-148.382812,6927.75,-32066.6,-64978.7,72790.74123,72853.82299,999
12/8/2021 0:56,70.230377,-148.382812,6799.68,-32130.7,-64902.16,72738.62731,72856.30426,999
12/8/2021 0:57,70.230377,-148.382812,6774.51,-32055.86,-65077.8,72860.08646,72854.00819,999
12/8/2021 0:58,70.230377,-148.382812,6966.17,-31932.05,-65210.41,72942.31223,72858.98104,999
12/8/2021 1:00,70.230377,-148.382812,6952.99,-32101.73,-65230.88,73033.77879,72850.23781,999
12/8/2021 1:01,70.230377,-148.382812,6937.31,-31968.73,-65357.36,73087.00619,72833.8793,999
12/8/2021 1:02,70.230377,-148.382812,6954.09,-32018.86,-65155.27,72929.93879,72829.22413,999
12/8/2021 1:03,70.230377,-148.382812,7027.48,-32137.25,-64817.43,72687.60241,72830.52454,999
12/8/2021 1:04,70.230377,-148.382812,7041.5,-31951.84,-65000.31,72770.48235,72830.98932,999
12/8/2021 1:05,70.230377,-148.382812,6982.62,-31914.06,-64785.03,72555.93925,72839.7585,999
12/8/2021 1:07,70.230377,-148.382812,6812.44,-32033.8,-64987.22,72773.02003,72841.55863,999
12/8/2021 1:08,70.230377,-148.382812,6975.36,-31990.86,-64985.04,72767.61776,72844.41459,999
12/8/2021 1:09,70.230377,-148.382812,7006.44,-31984.99,-65105.27,72875.41402,72826.36118,999
12/8/2021 1:10,70.230377,-148.382812,6975.08,-31891.85,-65005.12,72742.06117,72812.16188,999
12/8/2021 1:11,70.230377,-148.382812,7042.53,-31930.55,-65009.25,72769.22315,72797.20827,999
12/8/2021 1:12,70.230377,-148.382812,6845.45,-31951.03,-65082.5,72824.86052,72780.82988,999
12/8/2021 1:14,70.230377,-148.382812,6975.76,-32022.89,-65046.32,72836.46379,72785.38234,999
12/8/2021 1:15,70.230377,-148.382812,6995.56,-32024.86,-65213.92,72988.93669,72806.04442,999
12/8/2021 1:16,70.230377,-148.382812,6803.72,-32095.19,-65191.09,72981.29926,72825.19237,999
12/8/2021 1:17,70.230377,-148.382812,7049.35,-31974.22,-65049.43,72824.94369,72837.02257,999
12/8/2021 1:18,70.230377,-148.382812,6870.81,-31841.48,-65097.75,72792.89068,72868.16628,999
12/8/2021 1:19,70.230377,-148.382812,6778.81,-31869.02,-64785.33,72517.07167,72890.68141,999
12/8/2021 1:21,70.230377,-148.382812,6898.39,-31879.43,-64941.59,72672.52544,72893.27792,999
12/8/2021 1:22,70.230377,-148.382812,6695.92,-31930.22,-65024.14,72749.66032,72902.827,999
12/8/2021 1:23,70.230377,-148.382812,6741.96,-31920.74,-65053.3,72775.81678,72907.26735,999
12/8/2021 1:24,70.230377,-148.382812,6745.79,-32091,-65238.5,73016.43545,72912.43536,999
12/8/2021 1:25,70.230377,-148.382812,6833.73,-32126.8,-65283.09,73080.18188,72909.2261,999
12/8/2021 1:26,70.230377,-148.382812,6900.75,-32072.29,-65363.39,73134.29352,72894.1877,999
12/8/2021 1:28,70.230377,-148.382812,6802.01,-31983.73,-65021.58,72780.71304,72877.16491,999
12/8/2021 1:29,70.230377,-148.382812,6755.01,-32125.6,-65610.23,73364.7505,72880.55566,999
12/8/2021 1:30,70.230377,-148.382812,6881.95,-31886.27,-65524.59,73195.40522,72891.30167,999
12/8/2021 1:31,70.230377,-148.382812,6854.96,-32044.01,-65147.6,72924.74778,72909.26473,999
12/8/2021 1:32,70.230377,-148.382812,6735.75,-31872.45,-65242.72,72923.49354,72928.00091,999
12/8/2021 1:33,70.230377,-148.382812,6755.82,-31949.88,-65124.57,72853.58985,72938.12414,999
12/8/2021 1:35,70.230377,-148.382812,6811.45,-31928.73,-65206.84,72923.05282,72947.57591,999
12/8/2021 1:36,70.230377,-148.382812,7031.62,-31850.96,-65056.47,72775.48778,72952.83051,999
12/8/2021 1:37,70.230377,-148.382812,6872.19,-31985.28,-64926.66,72703.20702,72953.68981,999
12/8/2021 1:38,70.230377,-148.382812,6817.79,-32017.46,-64865.75,72657.86625,72955.8324,999
12/8/2021 1:39,70.230377,-148.382812,6672.52,-32018.56,-65139.46,72889.36793,72969.80272,999
12/8/2021 1:40,70.230377,-148.382812,6785.62,-31940.28,-65286.64,72997.06493,72956.93148,999
12/8/2021 1:42,70.230377,-148.382812,6636.19,-31969.64,-65132.52,72858.36988,72955.05681,999
12/8/2021 1:43,70.230377,-148.382812,6697.21,-32114.6,-65245.41,73028.51279,72963.70707,999
12/8/2021 1:44,70.230377,-148.382812,6920.75,-32152.65,-65106.42,72942.00167,72971.8264,999
12/8/2021 1:45,70.230377,-148.382812,6790.2,-32069.22,-65176.29,72955.40052,72987.55628,999
12/8/2021 1:46,70.230377,-148.382812,6740.43,-32131.42,-65330.91,73116.27281,73003.50921,999
12/8/2021 1:47,70.230377,-148.382812,6840.16,-32161.56,-65283.58,73096.50845,73020.1252,999
12/8/2021 1:49,70.230377,-148.382812,7045.43,-32087.15,-65386.22,73175.00287,73056.61313,999
12/8/2021 1:50,70.230377,-148.382812,7065.4,-32145.57,-65211.06,73046.14907,73104.62186,999
12/8/2021 1:51,70.230377,-148.382812,6767.64,-32118.32,-65338.93,73120.19697,73127.31286,999
12/8/2021 1:52,70.230377,-148.382812,6897.04,-32007.87,-65423.86,73159.7865,73147.29794,999
12/8/2021 1:53,70.230377,-148.382812,6800.49,-31968.57,-65374.16,73089.10266,73166.48144,999
12/8/2021 1:54,70.230377,-148.382812,6706,-31966.16,-65372.42,73077.76076,73184.22081,999
12/8/2021 1:56,70.230377,-148.382812,6761.46,-32148.57,-65360.8,73152.45772,73202.57244,999
12/8/2021 1:57,70.230377,-148.382812,6727.31,-32027.21,-65506.27,73226.15851,73218.34993,999
12/8/2021 1:58,70.230377,-148.382812,6728.56,-32044.72,-65346.65,73091.19144,73224.49206,999
12/8/2021 1:59,70.230377,-148.382812,6703.24,-32272,-65579.17,73396.47777,73231.88258,999
12/8/2021 2:00,70.230377,-148.382812,6841.03,-32361.82,-65715.01,73570.03211,73234.85783,999
12/8/2021 2:01,70.230377,-148.382812,6828.83,-32177.59,-65527.59,73320.49692,73230.69065,999
12/8/2021 2:03,70.230377,-148.382812,6936.99,-32108.86,-65612.89,73376.78144,73226.13093,999
12/8/2021 2:04,70.230377,-148.382812,6938.24,-32171.95,-65409.58,73222.85638,73226.20123,999
12/8/2021 2:05,70.230377,-148.382812,6754.9,-32174.34,-65587.26,73365.56074,73230.52867,999
12/8/2021 2:06,70.230377,-148.382812,6844.26,-32247.02,-65458.46,73290.68276,73238.84274,999
12/8/2021 2:07,70.230377,-148.382812,6927.46,-32145.26,-65460.01,73255.17287,73247.66998,999
12/8/2021 2:08,70.230377,-148.382812,6823.99,-32173.03,-65432.39,73232.97317,73249.27377,999
12/8/2021 2:10,70.230377,-148.382812,6805.13,-32121.46,-65464.11,73236.92842,73254.96227,999
12/8/2021 2:11,70.230377,-148.382812,6763.06,-32109.44,-65468.33,73231.53249,73247.40945,999
12/8/2021 2:12,70.230377,-148.382812,6931.01,-31925.63,-65244.88,72966.97278,73228.23099,999
12/8/2021 2:13,70.230377,-148.382812,6880.86,-32081.35,-65248.31,73033.56222,73222.57094,999
12/8/2021 2:14,70.230377,-148.382812,6984.99,-32041.84,-65399.39,73161.12225,73208.40301,999
12/8/2021 2:15,70.230377,-148.382812,6825.29,-32098.44,-65399.91,73171.32404,73199.08783,999
12/8/2021 2:17,70.230377,-148.382812,6835.05,-31966.71,-65535.36,73235.72808,73182.90385,999
12/8/2021 2:18,70.230377,-148.382812,6946.72,-32134.69,-65535.89,73320.17525,73169.19983,999
12/8/2021 2:19,70.230377,-148.382812,7020.6,-32108.62,-65469.7,73256.63056,73150.85926,999
12/8/2021 2:20,70.230377,-148.382812,7042.32,-32175.16,-65370.47,73199.27281,73136.34398,999
12/8/2021 2:21,70.230377,-148.382812,6766.56,-32153.87,-65470.15,73252.97421,73127.97625,999
12/8/2021 2:22,70.230377,-148.382812,6727.16,-32299.93,-65349.26,73205.64146,73128.46181,999
12/8/2021 2:24,70.230377,-148.382812,6917.18,-32275.92,-65349.48,73212.95601,73146.40494,999
